   1.9755139858    0.8430373514    1.8186533479
   0.9255139858    0.8430373514    1.8186533479
   3.5505139858   -0.0662893226    0.0000000000
   1.7036410143   -2.1509779582    0.0000000000
   2.6434499539   -1.7945554410    0.0000000000
   3.3099716396   -1.0422079839    0.0000000000
   1.9755139858    0.8430373514   -1.8186533479
   0.9255139858    0.8430373514   -1.8186533479
   2.0326669338   -2.2021610186   -0.3558529099
   2.9791828457   -1.6556898021   -0.3558529099
   3.3529911733   -0.6286598629   -1.3941500110
   2.9791828457    0.3983700764   -1.3941500110
   0.9563287522   -2.0123735568   -1.3941500110
   2.0326669338   -2.2021610186   -1.3941500110
   2.9791828457   -1.6556898021   -1.3941500110
   2.7426954498   -0.6286598629   -2.2341500110
   2.0603640877    0.3104886877   -2.2341500110
   0.9563287522   -0.0482341382   -2.2341500110
   0.9563287522   -1.2090855876   -2.2341500110
   2.0603640877   -1.5678084134   -2.2341500110
   1.7552162259   -0.6286598629   -2.5550014604
   1.7552162259   -0.6286598629    2.5550014604
   2.7426954498   -0.6286598629    2.2341500110
   2.0603640877    0.3104886877    2.2341500110
   0.9563287522   -0.0482341382    2.2341500110
   0.9563287522   -1.2090855876    2.2341500110
   2.0603640877   -1.5678084134    2.2341500110
   3.3529911733   -0.6286598629    1.3941500110
   2.9791828457    0.3983700764    1.3941500110
   0.9563287522   -2.0123735568    1.3941500110
   2.0326669338   -2.2021610186    1.3941500110
   2.9791828457   -1.6556898021    1.3941500110
   2.0326669338   -2.2021610186    0.3558529099
   2.9791828457   -1.6556898021    0.3558529099
   2.9092117598    0.9048589678    1.3591485505
   2.2268803977    1.8440075184    1.3591485505
   3.5195074834    0.9048589678    0.5191485505
   3.1456991558    1.9318889071    0.5191485505
   2.1991832439    2.4783601236    0.5191485505
   1.1228450623    2.2885726618    0.5191485505
   3.5195074834    0.9048589678   -0.5191485505
   3.1456991558    1.9318889071   -0.5191485505
   2.1991832439    2.4783601236   -0.5191485505
   1.1228450623    2.2885726618   -0.5191485505
   2.9092117598    0.9048589678   -1.3591485505
   2.2268803977    1.8440075184   -1.3591485505
  -0.0423311249    0.0984937775    2.1000000000
   0.4826688751    1.0078204514    1.8186533479
  -1.0923311249    0.0984937775    1.8186533479
   0.4826688751    1.0078204514   -1.8186533479
  -1.0923311249    0.0984937775   -1.8186533479
  -0.0423311249    0.0984937775   -2.1000000000
  -0.6706480752   -1.0762091531    1.9600000000
  -1.6506480752   -1.0762091531    1.6974097914
  -1.1606480752   -1.9249140488    1.6974097914
  -0.1806480752   -1.9249140488    1.6974097914
  -1.1951765472   -2.6905417960    0.9800000000
  -0.1461196033   -2.6905417960    0.9800000000
   0.7025852924   -2.0739215956    0.9800000000
  -1.6506480752   -2.7736189445    0.0000000000
  -0.6706480752   -3.0362091531    0.0000000000
   0.3093519248   -2.7736189445    0.0000000000
  -1.1951765472   -2.6905417960   -0.9800000000
  -0.1461196033   -2.6905417960   -0.9800000000
   0.7025852924   -2.0739215956   -0.9800000000
  -1.6506480752   -1.0762091531   -1.6974097914
  -1.1606480752   -1.9249140488   -1.6974097914
  -0.1806480752   -1.9249140488   -1.6974097914
  -0.6706480752   -1.0762091531   -1.9600000000
  -2.4072599694   -0.3297402883    1.3591485505
  -2.4072599694   -1.4905917377    1.3591485505
  -2.4072599694    0.4735476809    0.5191485505
  -3.1097898234   -0.3636947965    0.5191485505
  -3.1097898234   -1.4566372295    0.5191485505
  -2.4072599694   -2.2938797070    0.5191485505
  -2.4072599694    0.4735476809   -0.5191485505
  -3.1097898234   -0.3636947965   -0.5191485505
  -3.1097898234   -1.4566372295   -0.5191485505
  -2.4072599694   -2.2938797070   -0.5191485505
  -2.4072599694   -0.3297402883   -1.3591485505
  -2.4072599694   -1.4905917377   -1.3591485505
  -0.6267585452    1.1316050979    1.9600000000
  -0.1367585452    1.9803099937    1.6974097914
  -1.1167585452    1.9803099937    1.6974097914
  -1.6067585452    1.1316050979    1.6974097914
   0.7464748225    2.1293175404    0.9800000000
  -0.1022300733    2.7459377409    0.9800000000
  -1.1512870172    2.7459377409    0.9800000000
  -1.9999919129    2.1293175404    0.9800000000
  -2.3241683366    1.1316050979    0.9800000000
   0.3532414548    2.8290148894    0.0000000000
  -0.6267585452    3.0916050979    0.0000000000
  -1.6067585452    2.8290148894    0.0000000000
  -2.3241683366    2.1116050979    0.0000000000
  -2.5867585452    1.1316050979    0.0000000000
   0.7464748225    2.1293175404   -0.9800000000
  -0.1022300733    2.7459377409   -0.9800000000
  -1.1512870172    2.7459377409   -0.9800000000
  -1.9999919129    2.1293175404   -0.9800000000
  -2.3241683366    1.1316050979   -0.9800000000
  -0.1367585452    1.9803099937   -1.6974097914
  -1.1167585452    1.9803099937   -1.6974097914
  -1.6067585452    1.1316050979   -1.6974097914
  -0.6267585452    1.1316050979   -1.9600000000
   1.9711744727    0.8355210943    2.1623252830
   0.9298534988    0.8355210943    2.1623252830
   3.7903409750   -0.0662893226    0.5340502415
   3.7903409750   -0.0662893226   -0.5340502415
   1.9711744727    0.8355210943   -2.1623252830
   0.9298534988    0.8355210943   -2.1623252830
   3.6752162259   -0.6286598629   -0.8750014604
   1.7552162259   -2.5486598629   -0.8750014604
   2.7152162259   -2.2914286382   -0.8750014604
   3.4179850012   -1.5886598629   -0.8750014604
   3.4179850012   -0.6286598629   -1.8350014604
   3.1004244228    0.3486911012   -1.8350014604
   1.2413924166   -2.2100469417   -1.8350014604
   2.2690400352   -2.2100469417   -1.8350014604
