  -1.2231921774   -0.4839832598    1.8765828043
  -1.7481921774   -1.3933099338    1.5952361523
  -2.9681772862   -0.9963571175    0.8265828043
  -3.2621699940   -0.9865461548   -0.2234171957
  -2.9681772862   -0.9963571175   -1.2734171957
  -0.4676962732   -2.1382885336   -1.2734171957
   0.2648632233   -0.4912650198   -1.9268845955
   0.8265243735    0.8924982708    1.9926309044
   1.3165243735    1.7412031666    1.7300406959
   0.3365243735    1.7412031666    1.7300406959
  -0.1534756265    0.8924982708    1.7300406959
   1.3510528455    2.5068309138    1.0126309044
   0.3019959016    2.5068309138    1.0126309044
  -0.5467089941    1.8902107133    1.0126309044
   1.8065243735    2.5899080623    0.0326309044
   0.8265243735    2.8524982708    0.0326309044
  -0.1534756265    2.5899080623    0.0326309044
  -0.8708854179    1.8724982708    0.0326309044
   1.3510528455    2.5068309138   -0.9473690956
   0.3019959016    2.5068309138   -0.9473690956
  -0.5467089941    1.8902107133   -0.9473690956
   1.8065243735    0.8924982708   -1.6647788870
   1.3165243735    1.7412031666   -1.6647788870
   0.3365243735    1.7412031666   -1.6647788870
   1.3165243735    0.0437933751   -1.6647788870
   0.8265243735    0.8924982708   -1.9273690956
   1.8411076040    0.8875334408    1.9829940446
   2.8285868279    0.8875334408    1.6621425951
   2.1462554658    1.8266819914    1.6621425951
   2.1462554658   -0.0516151097    1.6621425951
   3.4388825514    0.8875334408    0.8221425951
   3.0650742238    1.9145633801    0.8221425951
   2.1185583120    2.4610345966    0.8221425951
   3.0650742238   -0.1394964984    0.8221425951
   3.4388825514    0.8875334408   -0.2161545060
   3.0650742238    1.9145633801   -0.2161545060
   2.1185583120    2.4610345966   -0.2161545060
   3.0650742238   -0.1394964984   -0.2161545060
   2.8285868279    0.8875334408   -1.0561545060
   0.3636021033   -0.8201708700    2.8876063850
   1.3510813272   -0.8201708700    2.5667549356
   0.6687499651    0.1189776806    2.5667549356
  -0.4352853704   -0.2397451452    2.5667549356
  -0.4352853704   -1.4005965947    2.5667549356
   0.6687499651   -1.7593194205    2.5667549356
   1.9613770507   -0.8201708700    1.7267549356
  -1.1378152244   -1.3666420865    1.7267549356
  -0.4352853704   -2.2038845639    1.7267549356
   0.6410528113   -2.3936720257    1.7267549356
   1.5875687231   -1.8472008092    1.7267549356
   2.4089928709   -1.1730478001    0.0405210748
   1.0886686315   -2.7465489559    0.0405210748
   2.0351845433   -2.2000777394    0.0405210748
   2.4089928709   -1.1730478001   -0.9977760263
   0.0123304498   -2.5567614941   -0.9977760263
   1.0886686315   -2.7465489559   -0.9977760263
   2.0351845433   -2.2000777394   -0.9977760263
   1.7986971474   -1.1730478001   -1.8377760263
   1.1163657853   -0.2338992496   -1.8377760263
   0.0123304498   -1.7534735249   -1.8377760263
   1.1163657853   -2.1121963507   -1.8377760263
   0.8112179235   -1.1730478001   -2.1586274758
  -2.4302200913   -2.0699436450    1.2378167549
  -1.3261847559   -2.4286664708    1.2378167549
  -3.1327499453   -2.0359891368    0.3978167549
