
Host: Maxs-Air

Timers On : Sun Jul  4 13:32:14 2021
Timers Off: Sun Jul  4 13:32:20 2021

Wall Time:        5.68 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.633u      0.017s      0.107w     30 calls
| Libint2ERI::Libint2ERI            :      0.333u      0.000s      0.070w     30 calls
DFH: initialize()                   :      4.450u      0.350s      0.739w     30 calls
| Libint2ERI::Libint2ERI            :      0.367u      0.000s      0.055w    150 calls
| DFH: AO Construction              :      0.533u      0.000s      0.106w     30 calls
| DFH: AO-Met. Contraction          :      0.650u      0.000s      0.077w     30 calls
HF: Form core H                     :      0.417u      0.017s      0.069w     26 calls
HF: Form S/X                        :      0.017u      0.000s      0.008w     26 calls
HF: Guess                           :      2.567u      0.167s      0.430w     26 calls
| SAD Guess                         :      2.483u      0.150s      0.416w     20 calls
HF: Form G                          :      1.600u      0.033s      0.205w    240 calls
| JK: D                             :      0.050u      0.000s      0.002w    240 calls
| JK: USO2AO                        :      0.017u      0.000s      0.006w    240 calls
| JK: JK                            :      1.300u      0.033s      0.185w    240 calls
| | DFH: compute_JK()               :      1.283u      0.033s      0.185w    240 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    240 calls
| | | DFH: compute_J                :      0.083u      0.000s      0.018w    240 calls
| | | DFH: compute_K                :      1.133u      0.033s      0.155w    240 calls
| JK: AO2USO                        :      0.150u      0.000s      0.008w    240 calls
HF: Form F                          :      0.033u      0.000s      0.002w    240 calls
HF: Form D                          :      0.000u      0.000s      0.002w    240 calls
HF: DIIS                            :      0.467u      0.117s      0.110w    220 calls
| DIISManager::add_entry            :      0.017u      0.067s      0.014w    214 calls
| DIISManager::extrapolate          :      0.050u      0.000s      0.013w    214 calls
| | bMatrix setup                   :      0.017u      0.000s      0.004w    214 calls
| | bMatrix pseudoinverse           :      0.033u      0.000s      0.004w    214 calls
| | New vector                      :      0.000u      0.000s      0.003w    214 calls
HF: Form C                          :      0.217u      0.000s      0.036w    220 calls
Grad: V T Perturb                   :      8.750u      0.867s      1.444w     12 calls
Grad: S                             :      0.000u      0.000s      0.001w     12 calls
Grad: JK                            :      3.167u      0.100s      0.518w     12 calls
| JKGrad: Amn                       :      0.850u      0.017s      0.137w     12 calls
| | Libint2ERI::Libint2ERI          :      0.500u      0.000s      0.078w     48 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w     12 calls
| JKGrad: AB                        :      0.650u      0.000s      0.101w     12 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.002w     48 calls
| JKGrad: UV                        :      0.067u      0.000s      0.004w     12 calls
| JKGrad: ABx                       :      0.117u      0.000s      0.024w     12 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.002w     48 calls
| JKGrad: Amnx                      :      1.433u      0.033s      0.232w     12 calls
| | Libint2ERI::Libint2ERI          :      0.517u      0.017s      0.079w     48 calls
Grad: XC                            :      0.000u      0.000s      0.000w     12 calls
Hess: XC                            :      0.000u      0.000s      0.000w      4 calls
Hess: V                             :      4.533u      0.667s      0.874w      4 calls
Hess: T                             :      0.000u      0.000s      0.002w      4 calls
Hess: S                             :      0.000u      0.000s      0.001w      4 calls
Hess: JK                            :     21.817u      0.533s      3.920w      4 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.008w     24 calls
Libint2ERI::Libint2ERI              :      0.067u      0.017s      0.008w     24 calls
JK: D                               :      0.033u      0.000s      0.003w     52 calls
JK: USO2AO                          :      0.033u      0.000s      0.004w     52 calls
JK: JK                              :      3.483u      0.000s      0.528w     52 calls
| DFH: compute_JK()                 :      3.483u      0.000s      0.528w     52 calls
| | DFH: Grabbing AOs               :      0.000u      0.000s      0.000w     52 calls
| | DFH: compute_J                  :      0.167u      0.000s      0.037w     52 calls
| | DFH: compute_K                  :      3.233u      0.000s      0.488w     52 calls
JK: AO2USO                          :      0.067u      0.000s      0.001w     52 calls

**************************************************************************************

Host: Maxs-Air

Timers On : Wed Jul  7 19:46:17 2021
Timers Off: Wed Jul  7 19:46:19 2021

Wall Time:        1.34 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Maxs-Air

Timers On : Wed Jul  7 19:46:57 2021
Timers Off: Wed Jul  7 19:46:58 2021

Wall Time:        1.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Maxs-Air

Timers On : Wed Jul  7 19:47:18 2021
Timers Off: Wed Jul  7 19:47:40 2021

Wall Time:       21.77 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.550u      0.083s      0.095w     30 calls
Libint2ERI::Libint2ERI              :      1.717u      0.217s      0.290w    420 calls
DFH: initialize()                   :      4.483u      0.250s      0.734w     30 calls
DFH: AO Construction                :      0.600u      0.017s      0.105w     30 calls
DFH: AO-Met. Contraction            :      0.600u      0.000s      0.077w     30 calls
HF: Form core H                     :      0.433u      0.000s      0.067w     26 calls
HF: Form S/X                        :      0.000u      0.000s      0.008w     26 calls
HF: Guess                           :      2.583u      0.267s      0.425w     26 calls
SAD Guess                           :      2.500u      0.250s      0.412w     20 calls
HF: Form G                          :      1.450u      0.033s      0.200w    240 calls
JK: D                               :      0.017u      0.000s      0.005w    292 calls
JK: USO2AO                          :      0.033u      0.000s      0.010w    292 calls
JK: JK                              :      4.717u      0.033s      0.708w    292 calls
DFH: compute_JK()                   :      4.650u      0.033s      0.707w    292 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    292 calls
DFH: compute_J                      :      0.267u      0.017s      0.053w    292 calls
DFH: compute_K                      :      4.150u      0.017s      0.640w    292 calls
JK: AO2USO                          :      0.117u      0.000s      0.009w    292 calls
HF: Form F                          :      0.017u      0.000s      0.002w    240 calls
HF: Form D                          :      0.033u      0.000s      0.002w    240 calls
HF: DIIS                            :      0.533u      0.050s      0.111w    220 calls
DIISManager::add_entry              :      0.067u      0.033s      0.015w    214 calls
DIISManager::extrapolate            :      0.033u      0.000s      0.013w    214 calls
bMatrix setup                       :      0.017u      0.000s      0.004w    214 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.004w    214 calls
New vector                          :      0.000u      0.000s      0.003w    214 calls
HF: Form C                          :      0.133u      0.033s      0.036w    220 calls
Grad: V T Perturb                   :      8.233u      0.733s      1.348w     12 calls
Grad: S                             :      0.017u      0.000s      0.001w     12 calls
Grad: JK                            :      3.217u      0.133s      0.507w     12 calls
JKGrad: Amn                         :      0.850u      0.050s      0.138w     12 calls
JKGrad: Awmn                        :      0.000u      0.000s      0.000w     12 calls
JKGrad: AB                          :      0.667u      0.017s      0.105w     12 calls
JKGrad: UV                          :      0.017u      0.000s      0.004w     12 calls
JKGrad: ABx                         :      0.133u      0.000s      0.021w     12 calls
JKGrad: Amnx                        :      1.450u      0.017s      0.219w     12 calls
Grad: XC                            :      0.000u      0.000s      0.000w     12 calls
Hess: XC                            :      0.000u      0.000s      0.000w      4 calls
Hess: V                             :      4.600u      0.683s      0.864w      4 calls
Hess: T                             :      0.017u      0.000s      0.002w      4 calls
Hess: S                             :      0.000u      0.000s      0.001w      4 calls
Hess: JK                            :     19.433u      0.450s      3.555w      4 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.550u      0.083s      0.095w     30 calls
| Libint2ERI::Libint2ERI            :      0.317u      0.083s      0.059w     30 calls
DFH: initialize()                   :      4.483u      0.250s      0.734w     30 calls
| Libint2ERI::Libint2ERI            :      0.267u      0.067s      0.054w    150 calls
| DFH: AO Construction              :      0.600u      0.017s      0.105w     30 calls
| DFH: AO-Met. Contraction          :      0.600u      0.000s      0.077w     30 calls
HF: Form core H                     :      0.433u      0.000s      0.067w     26 calls
HF: Form S/X                        :      0.000u      0.000s      0.008w     26 calls
HF: Guess                           :      2.583u      0.267s      0.425w     26 calls
| SAD Guess                         :      2.500u      0.250s      0.412w     20 calls
HF: Form G                          :      1.450u      0.033s      0.200w    240 calls
| JK: D                             :      0.017u      0.000s      0.002w    240 calls
| JK: USO2AO                        :      0.017u      0.000s      0.006w    240 calls
| JK: JK                            :      1.250u      0.033s      0.181w    240 calls
| | DFH: compute_JK()               :      1.217u      0.033s      0.181w    240 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    240 calls
| | | DFH: compute_J                :      0.017u      0.017s      0.017w    240 calls
| | | DFH: compute_K                :      1.000u      0.017s      0.152w    240 calls
| JK: AO2USO                        :      0.083u      0.000s      0.007w    240 calls
HF: Form F                          :      0.017u      0.000s      0.002w    240 calls
HF: Form D                          :      0.033u      0.000s      0.002w    240 calls
HF: DIIS                            :      0.533u      0.050s      0.111w    220 calls
| DIISManager::add_entry            :      0.067u      0.033s      0.015w    214 calls
| DIISManager::extrapolate          :      0.033u      0.000s      0.013w    214 calls
| | bMatrix setup                   :      0.017u      0.000s      0.004w    214 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.004w    214 calls
| | New vector                      :      0.000u      0.000s      0.003w    214 calls
HF: Form C                          :      0.133u      0.033s      0.036w    220 calls
Grad: V T Perturb                   :      8.233u      0.733s      1.348w     12 calls
Grad: S                             :      0.017u      0.000s      0.001w     12 calls
Grad: JK                            :      3.217u      0.133s      0.507w     12 calls
| JKGrad: Amn                       :      0.850u      0.050s      0.138w     12 calls
| | Libint2ERI::Libint2ERI          :      0.450u      0.050s      0.077w     48 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w     12 calls
| JKGrad: AB                        :      0.667u      0.017s      0.105w     12 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.002w     48 calls
| JKGrad: UV                        :      0.017u      0.000s      0.004w     12 calls
| JKGrad: ABx                       :      0.133u      0.000s      0.021w     12 calls
| | Libint2ERI::Libint2ERI          :      0.050u      0.000s      0.002w     48 calls
| JKGrad: Amnx                      :      1.450u      0.017s      0.219w     12 calls
| | Libint2ERI::Libint2ERI          :      0.533u      0.017s      0.079w     48 calls
Grad: XC                            :      0.000u      0.000s      0.000w     12 calls
Hess: XC                            :      0.000u      0.000s      0.000w      4 calls
Hess: V                             :      4.600u      0.683s      0.864w      4 calls
Hess: T                             :      0.017u      0.000s      0.002w      4 calls
Hess: S                             :      0.000u      0.000s      0.001w      4 calls
Hess: JK                            :     19.433u      0.450s      3.555w      4 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.000s      0.009w     24 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.008w     24 calls
JK: D                               :      0.000u      0.000s      0.003w     52 calls
JK: USO2AO                          :      0.017u      0.000s      0.004w     52 calls
JK: JK                              :      3.467u      0.000s      0.527w     52 calls
| DFH: compute_JK()                 :      3.433u      0.000s      0.526w     52 calls
| | DFH: Grabbing AOs               :      0.000u      0.000s      0.000w     52 calls
| | DFH: compute_J                  :      0.250u      0.000s      0.036w     52 calls
| | DFH: compute_K                  :      3.150u      0.000s      0.488w     52 calls
JK: AO2USO                          :      0.033u      0.000s      0.001w     52 calls

**************************************************************************************

Host: Maxs-Air

Timers On : Wed Jul  7 19:48:11 2021
Timers Off: Wed Jul  7 19:48:33 2021

Wall Time:       22.04 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.500u      0.117s      0.095w     30 calls
Libint2ERI::Libint2ERI              :      1.650u      0.167s      0.289w    420 calls
DFH: initialize()                   :      4.333u      0.233s      0.713w     30 calls
DFH: AO Construction                :      0.633u      0.017s      0.107w     30 calls
DFH: AO-Met. Contraction            :      0.600u      0.017s      0.078w     30 calls
HF: Form core H                     :      0.450u      0.017s      0.068w     26 calls
HF: Form S/X                        :      0.050u      0.000s      0.007w     26 calls
HF: Guess                           :      2.567u      0.250s      0.425w     26 calls
SAD Guess                           :      2.483u      0.250s      0.412w     20 calls
HF: Form G                          :      1.450u      0.000s      0.206w    240 calls
JK: D                               :      0.017u      0.000s      0.005w    292 calls
JK: USO2AO                          :      0.050u      0.000s      0.011w    292 calls
JK: JK                              :      4.817u      0.017s      0.731w    292 calls
DFH: compute_JK()                   :      4.767u      0.017s      0.730w    292 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    292 calls
DFH: compute_J                      :      0.133u      0.000s      0.055w    292 calls
DFH: compute_K                      :      4.533u      0.017s      0.660w    292 calls
JK: AO2USO                          :      0.117u      0.000s      0.009w    292 calls
HF: Form F                          :      0.000u      0.000s      0.002w    240 calls
HF: Form D                          :      0.000u      0.000s      0.002w    240 calls
HF: DIIS                            :      0.750u      0.033s      0.111w    220 calls
DIISManager::add_entry              :      0.067u      0.017s      0.015w    214 calls
DIISManager::extrapolate            :      0.083u      0.017s      0.013w    214 calls
bMatrix setup                       :      0.017u      0.000s      0.005w    214 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.004w    214 calls
New vector                          :      0.017u      0.017s      0.003w    214 calls
HF: Form C                          :      0.233u      0.017s      0.037w    220 calls
Grad: V T Perturb                   :      8.083u      0.650s      1.316w     12 calls
Grad: S                             :      0.000u      0.000s      0.001w     12 calls
Grad: JK                            :      3.217u      0.167s      0.508w     12 calls
JKGrad: Amn                         :      0.833u      0.067s      0.135w     12 calls
JKGrad: Awmn                        :      0.000u      0.000s      0.000w     12 calls
JKGrad: AB                          :      0.650u      0.000s      0.106w     12 calls
JKGrad: UV                          :      0.067u      0.017s      0.005w     12 calls
JKGrad: ABx                         :      0.133u      0.000s      0.022w     12 calls
JKGrad: Amnx                        :      1.450u      0.050s      0.221w     12 calls
Grad: XC                            :      0.000u      0.000s      0.000w     12 calls
Hess: XC                            :      0.000u      0.000s      0.000w      4 calls
Hess: V                             :      4.650u      0.600s      0.874w      4 calls
Hess: T                             :      0.000u      0.000s      0.002w      4 calls
Hess: S                             :      0.000u      0.000s      0.001w      4 calls
Hess: JK                            :     20.900u      0.483s      3.754w      4 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.500u      0.117s      0.095w     30 calls
| Libint2ERI::Libint2ERI            :      0.317u      0.050s      0.060w     30 calls
DFH: initialize()                   :      4.333u      0.233s      0.713w     30 calls
| Libint2ERI::Libint2ERI            :      0.283u      0.017s      0.055w    150 calls
| DFH: AO Construction              :      0.633u      0.017s      0.107w     30 calls
| DFH: AO-Met. Contraction          :      0.600u      0.017s      0.078w     30 calls
HF: Form core H                     :      0.450u      0.017s      0.068w     26 calls
HF: Form S/X                        :      0.050u      0.000s      0.007w     26 calls
HF: Guess                           :      2.567u      0.250s      0.425w     26 calls
| SAD Guess                         :      2.483u      0.250s      0.412w     20 calls
HF: Form G                          :      1.450u      0.000s      0.206w    240 calls
| JK: D                             :      0.000u      0.000s      0.002w    240 calls
| JK: USO2AO                        :      0.000u      0.000s      0.006w    240 calls
| JK: JK                            :      1.317u      0.000s      0.186w    240 calls
| | DFH: compute_JK()               :      1.317u      0.000s      0.186w    240 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    240 calls
| | | DFH: compute_J                :      0.017u      0.000s      0.017w    240 calls
| | | DFH: compute_K                :      1.217u      0.000s      0.157w    240 calls
| JK: AO2USO                        :      0.083u      0.000s      0.008w    240 calls
HF: Form F                          :      0.000u      0.000s      0.002w    240 calls
HF: Form D                          :      0.000u      0.000s      0.002w    240 calls
HF: DIIS                            :      0.750u      0.033s      0.111w    220 calls
| DIISManager::add_entry            :      0.067u      0.017s      0.015w    214 calls
| DIISManager::extrapolate          :      0.083u      0.017s      0.013w    214 calls
| | bMatrix setup                   :      0.017u      0.000s      0.005w    214 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.004w    214 calls
| | New vector                      :      0.017u      0.017s      0.003w    214 calls
HF: Form C                          :      0.233u      0.017s      0.037w    220 calls
Grad: V T Perturb                   :      8.083u      0.650s      1.316w     12 calls
Grad: S                             :      0.000u      0.000s      0.001w     12 calls
Grad: JK                            :      3.217u      0.167s      0.508w     12 calls
| JKGrad: Amn                       :      0.833u      0.067s      0.135w     12 calls
| | Libint2ERI::Libint2ERI          :      0.417u      0.067s      0.075w     48 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w     12 calls
| JKGrad: AB                        :      0.650u      0.000s      0.106w     12 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.002w     48 calls
| JKGrad: UV                        :      0.067u      0.017s      0.005w     12 calls
| JKGrad: ABx                       :      0.133u      0.000s      0.022w     12 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.002w     48 calls
| JKGrad: Amnx                      :      1.450u      0.050s      0.221w     12 calls
| | Libint2ERI::Libint2ERI          :      0.500u      0.033s      0.078w     48 calls
Grad: XC                            :      0.000u      0.000s      0.000w     12 calls
Hess: XC                            :      0.000u      0.000s      0.000w      4 calls
Hess: V                             :      4.650u      0.600s      0.874w      4 calls
Hess: T                             :      0.000u      0.000s      0.002w      4 calls
Hess: S                             :      0.000u      0.000s      0.001w      4 calls
Hess: JK                            :     20.900u      0.483s      3.754w      4 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.000s      0.010w     24 calls
Libint2ERI::Libint2ERI              :      0.067u      0.000s      0.009w     24 calls
JK: D                               :      0.017u      0.000s      0.003w     52 calls
JK: USO2AO                          :      0.050u      0.000s      0.005w     52 calls
JK: JK                              :      3.500u      0.017s      0.545w     52 calls
| DFH: compute_JK()                 :      3.450u      0.017s      0.544w     52 calls
| | DFH: Grabbing AOs               :      0.000u      0.000s      0.000w     52 calls
| | DFH: compute_J                  :      0.117u      0.000s      0.038w     52 calls
| | DFH: compute_K                  :      3.317u      0.017s      0.503w     52 calls
JK: AO2USO                          :      0.033u      0.000s      0.001w     52 calls

**************************************************************************************

Host: Maxs-Air

Timers On : Wed Jul  7 19:50:14 2021
Timers Off: Wed Jul  7 19:50:35 2021

Wall Time:       20.62 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.567u      0.033s      0.096w     30 calls
Libint2ERI::Libint2ERI              :      1.783u      0.033s      0.291w    420 calls
DFH: initialize()                   :      4.617u      0.250s      0.745w     30 calls
DFH: AO Construction                :      0.583u      0.000s      0.106w     30 calls
DFH: AO-Met. Contraction            :      0.550u      0.000s      0.077w     30 calls
HF: Form core H                     :      0.433u      0.017s      0.067w     26 calls
HF: Form S/X                        :      0.033u      0.017s      0.009w     26 calls
HF: Guess                           :      2.567u      0.150s      0.420w     26 calls
SAD Guess                           :      2.517u      0.133s      0.404w     20 calls
HF: Form G                          :      1.600u      0.033s      0.195w    240 calls
JK: D                               :      0.050u      0.017s      0.005w    292 calls
JK: USO2AO                          :      0.050u      0.000s      0.010w    292 calls
JK: JK                              :      4.750u      0.017s      0.702w    292 calls
DFH: compute_JK()                   :      4.700u      0.017s      0.701w    292 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    292 calls
DFH: compute_J                      :      0.067u      0.000s      0.052w    292 calls
DFH: compute_K                      :      4.383u      0.017s      0.634w    292 calls
JK: AO2USO                          :      0.183u      0.000s      0.009w    292 calls
HF: Form F                          :      0.017u      0.000s      0.002w    240 calls
HF: Form D                          :      0.000u      0.017s      0.002w    240 calls
HF: DIIS                            :      0.450u      0.067s      0.109w    220 calls
DIISManager::add_entry              :      0.067u      0.033s      0.014w    214 calls
DIISManager::extrapolate            :      0.017u      0.000s      0.013w    214 calls
bMatrix setup                       :      0.000u      0.000s      0.004w    214 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.004w    214 calls
New vector                          :      0.017u      0.000s      0.003w    214 calls
HF: Form C                          :      0.117u      0.000s      0.035w    220 calls
Grad: V T Perturb                   :      8.533u      0.700s      1.378w     12 calls
Grad: S                             :      0.000u      0.000s      0.001w     12 calls
Grad: JK                            :      3.217u      0.117s      0.506w     12 calls
JKGrad: Amn                         :      0.833u      0.050s      0.134w     12 calls
JKGrad: Awmn                        :      0.000u      0.000s      0.000w     12 calls
JKGrad: AB                          :      0.700u      0.017s      0.106w     12 calls
JKGrad: UV                          :      0.033u      0.000s      0.005w     12 calls
JKGrad: ABx                         :      0.167u      0.000s      0.023w     12 calls
JKGrad: Amnx                        :      1.417u      0.033s      0.219w     12 calls
Grad: XC                            :      0.000u      0.000s      0.000w     12 calls
Hess: XC                            :      0.000u      0.000s      0.000w      4 calls
Hess: V                             :      4.783u      0.550s      0.872w      4 calls
Hess: T                             :      0.000u      0.000s      0.002w      4 calls
Hess: S                             :      0.000u      0.000s      0.001w      4 calls
Hess: JK                            :     20.383u      0.450s      3.675w      4 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.567u      0.033s      0.096w     30 calls
| Libint2ERI::Libint2ERI            :      0.367u      0.017s      0.060w     30 calls
DFH: initialize()                   :      4.617u      0.250s      0.745w     30 calls
| Libint2ERI::Libint2ERI            :      0.300u      0.000s      0.055w    150 calls
| DFH: AO Construction              :      0.583u      0.000s      0.106w     30 calls
| DFH: AO-Met. Contraction          :      0.550u      0.000s      0.077w     30 calls
HF: Form core H                     :      0.433u      0.017s      0.067w     26 calls
HF: Form S/X                        :      0.033u      0.017s      0.009w     26 calls
HF: Guess                           :      2.567u      0.150s      0.420w     26 calls
| SAD Guess                         :      2.517u      0.133s      0.404w     20 calls
HF: Form G                          :      1.600u      0.033s      0.195w    240 calls
| JK: D                             :      0.017u      0.017s      0.002w    240 calls
| JK: USO2AO                        :      0.033u      0.000s      0.006w    240 calls
| JK: JK                            :      1.383u      0.017s      0.176w    240 calls
| | DFH: compute_JK()               :      1.350u      0.017s      0.175w    240 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    240 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.017w    240 calls
| | | DFH: compute_K                :      1.217u      0.017s      0.148w    240 calls
| JK: AO2USO                        :      0.133u      0.000s      0.007w    240 calls
HF: Form F                          :      0.017u      0.000s      0.002w    240 calls
HF: Form D                          :      0.000u      0.017s      0.002w    240 calls
HF: DIIS                            :      0.450u      0.067s      0.109w    220 calls
| DIISManager::add_entry            :      0.067u      0.033s      0.014w    214 calls
| DIISManager::extrapolate          :      0.017u      0.000s      0.013w    214 calls
| | bMatrix setup                   :      0.000u      0.000s      0.004w    214 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.004w    214 calls
| | New vector                      :      0.017u      0.000s      0.003w    214 calls
HF: Form C                          :      0.117u      0.000s      0.035w    220 calls
Grad: V T Perturb                   :      8.533u      0.700s      1.378w     12 calls
Grad: S                             :      0.000u      0.000s      0.001w     12 calls
Grad: JK                            :      3.217u      0.117s      0.506w     12 calls
| JKGrad: Amn                       :      0.833u      0.050s      0.134w     12 calls
| | Libint2ERI::Libint2ERI          :      0.500u      0.000s      0.076w     48 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w     12 calls
| JKGrad: AB                        :      0.700u      0.017s      0.106w     12 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.002w     48 calls
| JKGrad: UV                        :      0.033u      0.000s      0.005w     12 calls
| JKGrad: ABx                       :      0.167u      0.000s      0.023w     12 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.002w     48 calls
| JKGrad: Amnx                      :      1.417u      0.033s      0.219w     12 calls
| | Libint2ERI::Libint2ERI          :      0.500u      0.017s      0.079w     48 calls
Grad: XC                            :      0.000u      0.000s      0.000w     12 calls
Hess: XC                            :      0.000u      0.000s      0.000w      4 calls
Hess: V                             :      4.783u      0.550s      0.872w      4 calls
Hess: T                             :      0.000u      0.000s      0.002w      4 calls
Hess: S                             :      0.000u      0.000s      0.001w      4 calls
Hess: JK                            :     20.383u      0.450s      3.675w      4 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.009w     24 calls
Libint2ERI::Libint2ERI              :      0.067u      0.000s      0.008w     24 calls
JK: D                               :      0.033u      0.000s      0.003w     52 calls
JK: USO2AO                          :      0.017u      0.000s      0.004w     52 calls
JK: JK                              :      3.367u      0.000s      0.526w     52 calls
| DFH: compute_JK()                 :      3.350u      0.000s      0.525w     52 calls
| | DFH: Grabbing AOs               :      0.000u      0.000s      0.000w     52 calls
| | DFH: compute_J                  :      0.067u      0.000s      0.036w     52 calls
| | DFH: compute_K                  :      3.167u      0.000s      0.486w     52 calls
JK: AO2USO                          :      0.050u      0.000s      0.001w     52 calls

**************************************************************************************

Host: Maxs-Air

Timers On : Wed Jul  7 19:54:58 2021
Timers Off: Wed Jul  7 19:55:29 2021

Wall Time:       31.12 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.500u      0.083s      0.101w     53 calls
Libint2ERI::Libint2ERI              :      3.350u      0.333s      0.563w   1320 calls
DFH: initialize()                   :      3.250u      0.200s      0.570w     53 calls
DFH: AO Construction                :      0.267u      0.000s      0.049w     53 calls
DFH: AO-Met. Contraction            :      0.167u      0.000s      0.031w     53 calls
HF: Form core H                     :      0.733u      0.050s      0.120w     51 calls
HF: Form S/X                        :      0.033u      0.000s      0.007w     51 calls
HF: Guess                           :      4.050u      0.467s      0.686w     51 calls
SAD Guess                           :      3.883u      0.450s      0.657w     42 calls
HF: Form G                          :     10.783u      0.017s      1.638w    561 calls
JK: D                               :      0.017u      0.000s      0.003w    725 calls
JK: USO2AO                          :      0.067u      0.000s      0.013w    725 calls
JK: JK                              :      0.850u      0.033s      0.179w    725 calls
DFH: compute_JK()                   :      0.683u      0.017s      0.143w    552 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.001w    552 calls
DFH: compute_J                      :      0.050u      0.000s      0.016w    552 calls
DFH: compute_K                      :      0.550u      0.017s      0.113w    552 calls
PK computes JK                      :      0.167u      0.017s      0.034w    173 calls
JK: AO2USO                          :      0.183u      0.000s      0.011w    725 calls
RV: Form V                          :      9.883u      0.000s      1.486w    129 calls
Properties                          :      2.097p                          53696 calls
Functional                          :      3.369p                          53696 calls
V_xc                                :      1.310p                          48780 calls
HF: Form F                          :      0.050u      0.000s      0.010w    561 calls
HF: Form D                          :      0.000u      0.000s      0.002w    561 calls
HF: DIIS                            :      1.400u      0.117s      0.239w    519 calls
DIISManager::add_entry              :      0.050u      0.033s      0.026w    510 calls
DIISManager::extrapolate            :      0.117u      0.033s      0.029w    510 calls
bMatrix setup                       :      0.050u      0.017s      0.010w    510 calls
bMatrix pseudoinverse               :      0.033u      0.000s      0.010w    510 calls
New vector                          :      0.033u      0.017s      0.006w    510 calls
HF: Form C                          :      0.233u      0.017s      0.026w    519 calls
Grad: V T Perturb                   :     21.700u      2.200s      3.616w     32 calls
Grad: S                             :      0.000u      0.000s      0.003w     32 calls
Grad: JK                            :      3.617u      0.300s      0.601w     32 calls
JKGrad: Amn                         :      0.567u      0.067s      0.096w     18 calls
JKGrad: Awmn                        :      0.000u      0.000s      0.000w     18 calls
JKGrad: AB                          :      0.567u      0.017s      0.095w     18 calls
JKGrad: UV                          :      0.033u      0.017s      0.003w     18 calls
JKGrad: ABx                         :      0.167u      0.000s      0.020w     18 calls
JKGrad: Amnx                        :      0.667u      0.017s      0.113w     18 calls
Grad: XC                            :      2.167u      0.000s      0.330w     18 calls
V_xc gradient                       :      0.344p                           4916 calls
Hess: XC                            :      0.000u      0.000s      0.000w      2 calls
Hess: V                             :      2.067u      0.333s      0.396w      2 calls
Hess: T                             :      0.000u      0.000s      0.001w      2 calls
Hess: S                             :      0.000u      0.000s      0.000w      2 calls
Hess: JK                            :      1.583u      0.050s      0.253w      2 calls
DFMP2 Singles                       :      0.000u      0.000s      0.001w     15 calls
